n_employes,dist_moyenne,dist_std,dist_max,dispersion_lat,dispersion_lng,bbox_area,label_strategie_flotte,meilleure_distance_km
23,2.5878855822306677,1.2777182600699661,4.661020337210574,0.01630612145419417,0.013186605548401061,50.43018753558138,0,61.048
10,4.540570890140225,1.6365001870588207,7.012582791807901,0.020639933641963808,0.016080547250474194,32.86172653745371,0,43.77
22,3.0528592027552452,1.3120418806872955,5.546014184971463,0.014391110352381664,0.01475941953294999,34.603607450401555,0,62.915
19,3.4150407213865472,0.9619671329829621,5.4012078911636054,0.012844731429475491,0.010724192625482184,23.667041781293108,0,57.563
7,2.727397570468323,1.0258344041749743,4.53600839984641,0.011368922014043808,0.0137848532129029,16.621041967343885,0,22.682
20,3.688015838225085,1.4224281690734584,7.046628745394235,0.015406323147427183,0.013263449708597068,42.47905242799529,0,68.576
20,2.4067454029709636,0.9507495584928507,4.5557350382490105,0.015606965790362243,0.014783590549324098,34.12232247916975,0,52.448
12,5.3424672914171,1.1030187246812047,7.797770970314368,0.010734582195470457,0.01705201526126325,29.78825329486714,0,56.333
8,2.7003824677919397,1.4788211126318442,5.142378025523963,0.023000060012657243,0.00878714530192663,30.843693206076143,0,32.535
9,1.986359625061854,0.6697928015831238,3.37249307876462,0.009994923239726651,0.0146643536827044,16.78626264869679,0,22.569
20,3.759908765959499,1.4157962023224637,6.72204977608026,0.011701299329274268,0.018195454828845114,35.307409319731285,0,65.439
19,3.6855635254901116,1.725412345162208,7.072303658988508,0.01749761852292145,0.017801017975828205,69.79787181637742,0,69.121
14,4.890946184878281,1.2226070829416222,6.890427957923493,0.012305179448830791,0.014113282156249808,29.909477622930766,0,64.481
14,2.150014406188087,0.9769768857780117,3.492051404626767,0.01581715248101734,0.014759850124047414,32.16659044486829,0,38.035
20,3.899300568302047,1.4285858773650177,7.6422167827121985,0.014021702857746053,0.009739079528888537,31.508684324874864,0,66.552
10,4.272223338710507,1.4143924798857177,6.132920602467223,0.011540303144088389,0.012529643568619549,16.887376141184415,0,37.782
20,2.019687993822333,1.496992717130005,5.057384588282047,0.01702813280196897,0.014318862931140798,48.802141605674805,0,48.854
7,4.181472786218218,0.9993000307301485,5.14955575866734,0.009402816054820145,0.009396701427242598,11.804240394960559,3,27.994
23,4.319345026264826,1.6989444786597903,8.213428268033562,0.013376800761863478,0.018957575525933443,56.63005728138413,0,90.529
15,2.2916698080067603,1.223511441495898,4.4954092261666645,0.015860025570974372,0.010071275814087483,27.22816367413578,0,37.417
19,2.628453192897656,1.425314143602512,5.591664265523283,0.012658383197623387,0.01790955094435762,35.29146164415669,0,48.939
12,3.0324208463046496,1.2509491969548387,5.301943548540634,0.011490189060623907,0.014855786250357859,28.287536390581238,0,36.257
14,4.640623402703388,1.0610825588449904,6.660575792222697,0.010373605773905345,0.01435582369157749,19.388133209582058,0,58.35
9,3.0497190862442336,0.8869554329257702,4.58095759702832,0.015492640863295866,0.009817105593917493,24.209146059761174,0,31.15
13,4.441833809674166,1.3892646272747151,6.670632175572741,0.015695791729531842,0.015143757202797923,46.40320777537191,0,57.444
12,3.6555894092740666,1.4163302264249216,6.441764320732353,0.012729485296542012,0.012508795108948957,21.477840436797944,0,42.457
14,4.780712878597456,1.6658571164470675,7.5010134276450975,0.015544872931045018,0.01633373114156593,41.663830079080384,0,61.325
16,3.9738436281335723,1.4641664989853234,6.203591532818246,0.016271048411916365,0.016293745769902675,45.030131307802066,0,58.938
21,2.9227749084530594,0.9039478215881372,4.205199191162413,0.01887068670346012,0.01199580164580612,32.419059341773696,0,56.123
9,4.818269735549438,0.40740601314366004,5.4916364889409355,0.009001232004120464,0.012401115999479262,17.995877505484707,0,43.432
24,2.9586938622881167,1.499293257416054,7.234210713432139,0.019860971145477975,0.011700616816423589,45.39494320861162,0,68.974
19,3.4025772020758533,1.3480364045084767,5.859693880583126,0.0160073664947524,0.014485647230848931,46.13019854693661,0,61.61
8,4.012350056992696,1.3982057987701708,5.876945595182791,0.014017197022640294,0.010374464632662192,16.432057282841694,0,31.564
19,1.9680641015816114,1.1633287103012246,4.879262707813657,0.012331591457603694,0.013227582169597135,30.908225332234192,0,39.117
17,3.2578637483015953,1.6656839564214234,7.447111041316197,0.014228443643890715,0.013317651809581875,29.36923360049997,0,52.83
18,5.607842509850482,1.0547057610318904,7.183818802207352,0.015057632391119983,0.012660686110573433,27.64796542595987,0,84.82
23,2.6001123067873633,1.2559712556796299,4.639197268119609,0.016232163877683344,0.014814174839390544,32.90146259100009,0,54.496
22,3.2338202084932646,0.8955176124542744,5.08452648342728,0.008948063705334366,0.015141236677342823,25.5115104917193,0,61.977
12,3.6502482204807443,1.3968617791547246,6.051925029411097,0.015307128440824876,0.02278351796886741,49.75369281724759,0,49.038
24,3.8628558842667027,1.0843378782524087,5.832111884064789,0.009992665817677694,0.01581787973101837,28.190825389273613,0,79.492
16,4.431387965144175,2.288282912747935,9.099680224769031,0.021178597611626528,0.014742687557552364,54.25376473661575,0,63.994
10,2.471242831106561,1.394648703526255,5.215931547783918,0.012676063018737528,0.014838909852948496,27.5802103328765,3,30.732
14,3.9477015991689286,1.2172768828196632,7.0583479735343735,0.013828223332941127,0.010193730665681262,25.68619484541028,0,54.001
24,4.430067649075826,1.367492324571248,7.618162581293829,0.015247098423963873,0.015871555719970284,40.221215199060836,0,92.498
18,3.3749598754483254,1.0965072371061408,5.54050430413676,0.013125937933933993,0.011997298146434977,24.74745627388749,0,55.166
22,4.456228260443398,1.7825467208785448,8.286240358055085,0.017285566963081755,0.012640992370069272,38.00953511425358,0,83.896
18,3.650514783882393,1.6339515966035132,6.923315209527812,0.015954653211353767,0.012480492681605865,34.94375372401142,0,60.396
18,3.8353197796600966,1.2476547737858716,7.046175822115123,0.012857836752042348,0.018463393540366843,42.153327303143165,0,65.487
7,3.7756645344341044,1.258141807790496,5.282487527282783,0.010430121034081093,0.014854400519133623,14.757652667742613,0,24.643
20,2.3500232945038055,1.579891618306636,6.118137104867833,0.014949855910209609,0.013856070603314648,41.16517587528788,0,53.11
17,4.831608257401144,1.657615425394292,7.346050210197532,0.017332480703572687,0.01731894473927469,43.10238294614186,0,71.63
20,4.964219306318283,1.3005731404992362,7.070054259929155,0.012517923019386798,0.016301448794961444,34.44906925075976,0,83.093
24,2.424446530868508,1.194096875670591,6.365475852164324,0.012181273102569851,0.012421901654592374,33.178515622437196,0,56.061
16,3.5609721354085395,1.0684639303012597,5.529078467669674,0.011089632494763774,0.013088607651670608,26.813314800518707,0,50.192
24,2.0143623802323902,0.9862410749935143,3.8688415360061863,0.011280333373798938,0.010173436411197261,23.24893576769067,0,45.663
24,4.068499133557974,1.1786481755368705,5.970275028170728,0.01166002322971315,0.015750099344040883,30.617817763559483,0,82.372
18,3.229612876875233,0.9451572332354632,5.1257933052490605,0.0130073940865314,0.0170607354847008,42.59952790483697,0,58.844
6,3.1535125216054514,0.7105783612669913,4.064959167834886,0.009833250444695772,0.020979769228722484,19.30762294549137,0,22.856
13,3.4356648143410453,1.2573897060076826,5.858437257854435,0.010638427211396045,0.01598442489641423,23.81501394314531,0,45.209
15,4.20914604290457,1.2559804852416259,6.9471006437833855,0.010075248519815968,0.014829182980955405,26.3510809457936,0,57.158
17,4.775764012079079,1.5706765047414113,6.90535331989844,0.016396902945283794,0.011880443578326932,30.53280025792829,0,72.951
16,2.0672629414304664,0.9320349992956904,4.163128096117775,0.01569821493178813,0.015088011805219768,44.60766658643274,0,38.738
14,4.683564533277491,1.685964247851607,8.264252657284414,0.01968239413270323,0.012757044751705046,40.278579557590064,0,62.401
24,3.2868828016052185,1.6840354177787664,7.544882129807878,0.015208760603236353,0.02022693520167445,73.98624800705115,0,81.373
7,2.2795079414463406,1.118759631568121,3.760194849493558,0.01402197675482101,0.009689484033951975,13.705300981152229,0,18.563
22,2.250036965063749,1.0158560701477108,3.778311066191897,0.016954972327748726,0.013482969660341931,37.04131121537706,0,54.059
10,4.214125201399451,1.9477513819792998,8.385172612522886,0.01642166091090673,0.016479505273426173,44.99897799593451,3,47.837
6,3.6128133761709917,0.9813751409330211,5.38568706859795,0.007492309649343852,0.016236109070293808,12.535534630886085,0,24.816
6,2.552180450381656,1.6740507673575593,5.069747000892277,0.016968718752447907,0.021054560279590226,35.15239921319834,0,26.984
9,3.056565529382299,1.2228918270693834,4.917083212556515,0.012551454491049892,0.009704784192518556,19.244711986981326,0,24.805
9,3.9272685407110766,1.3675104629565198,6.652650627701016,0.01880536655352361,0.020273246056593683,52.8690297669862,0,39.621
23,4.621364987617132,1.7608386764226192,8.530937533009975,0.01647839662384432,0.013385003312071337,42.92575975511971,0,92.523
13,1.5837146449954083,0.7397978186196318,2.7999459572162806,0.00982481266093198,0.011023489983963469,18.620097699114822,0,24.921
18,5.223661792133972,1.5481987912421922,7.662401059180443,0.011550235433105089,0.015712170914671423,29.331846017974044,0,78.759
11,2.1819521570138476,0.9474870415526421,3.7808420210368014,0.012827628426309348,0.012712978581179755,17.308633085577036,0,26.591
6,3.075020596374286,0.7117532947695302,4.095681200706269,0.009870778261958505,0.008212083137660258,9.625868069335008,0,20.475
10,4.083901235707593,1.243277465023565,6.20812460024697,0.02179605140424094,0.017372841280458514,55.04603986555969,0,48.932
10,2.890833168659662,1.0627705184103782,4.538743634756605,0.013074962614589519,0.02025359669514528,30.797853304153215,0,32.609
20,4.526638112316161,1.4905454870368593,7.221931409718142,0.015446441732347334,0.012703890196617572,29.462769476368077,0,76.665
21,4.025297540225864,1.082142244022653,6.022441727469818,0.01118549062852803,0.01185905854532822,24.437014986442314,0,73.125
15,5.966077005910173,1.396676705629229,8.218018090163023,0.017733862510512937,0.014850229195657238,40.62821236299977,0,73.853
11,2.43140139763164,1.1657462583262121,4.555710483215108,0.013583847319602875,0.015360932135321954,25.568123337461127,0,31.824
16,4.1120287386831915,1.108611454462373,6.1285428904529855,0.01114400058281947,0.013023184654612673,20.921054901377012,0,53.447
15,3.519167217168649,1.511917136764516,6.34046804802612,0.020995378417928656,0.012710115468345407,44.26446183226667,0,54.624
8,3.8320636932750385,1.278346716316335,6.002016558955218,0.009596785990054237,0.01387731151878891,14.437219613869424,0,27.42
8,4.662851368091921,0.7801439522057685,5.744907730646934,0.012650330230858669,0.014122982947323415,20.397905489423742,0,31.554
14,3.0175605249741233,1.1588629853761376,6.161316440394994,0.012015233035002624,0.015710771398909484,30.73287372726494,0,44.637
21,3.5566495809502303,1.7246912332987607,6.912488871825681,0.016491669693259742,0.015012623741787103,40.43342964724934,0,68.702
16,2.734404903515887,1.3320304635937283,4.927667587058764,0.015497995074947013,0.016463805002747568,44.22943129059902,3,49.246
21,3.470695427358406,1.6572729312586563,6.5367281379960485,0.015953553337232577,0.012736237016990672,30.80984370552594,0,65.784
6,3.162423656605899,1.374810580023076,5.825527005812627,0.01651474789818901,0.005964655484604783,11.063516674154757,0,24.018
10,1.7982528408584884,1.0749755776889094,3.4141516293875847,0.011484899351431016,0.016865539185692426,34.80883145413355,0,24.916
17,2.730588743470304,1.1161141702236537,4.831502020868115,0.017437691891859314,0.01787217149035965,55.694545285734925,0,51.169
12,3.7543066487912635,1.3510161974861123,6.35680766142531,0.021001370927733583,0.013676912717206575,41.915221094479165,0,47.254
15,2.264683725241101,1.2950152390627339,4.408375532172984,0.013879061693433527,0.012459974082970721,29.351545076272615,0,36.632
13,3.2796576748564763,1.5819180586695656,6.7518485193063285,0.015119784458551604,0.01453420367169595,31.356343663863893,0,43.356
8,4.223483859313596,1.086048868344158,5.532753642562631,0.009246791722815038,0.013545612188033159,13.651491625330983,0,29.474
12,2.9294904680344978,0.9447614382415508,4.018400849057058,0.01097893832368249,0.010086386081238286,14.263701080863155,0,31.916
20,3.613136696495809,1.0119572353108097,5.5016364544282865,0.01522032669126986,0.01156650451810218,24.567833049021246,0,63.809
8,2.9159485855195832,1.147730766065293,4.330098632675999,0.014207105285237723,0.01667110695482334,27.567513370897966,0,29.013
20,3.2490123746621142,0.9560726493288787,4.9213619886382665,0.011997507879650234,0.009666105315335273,19.928453771875404,0,55.13
6,2.9056777015820576,0.8880433166512199,4.021305842764885,0.006887003028441118,0.013188444712775612,10.34170418961847,0,21.877
23,3.5111842097974644,1.4111401619114066,5.8625067872320065,0.01569616027602125,0.014824796602965486,40.84721813851062,0,72.544
23,2.4767918880834876,1.3754971450428806,5.586883479151182,0.012485905845601893,0.01630756533469818,42.343411674362564,0,56.305
13,2.4133986652711252,0.6581028167410092,3.882541225375901,0.01264432411863489,0.01978703100774653,41.987305933378344,0,34.931
18,3.9081033411641277,1.3961070426205808,5.653728845212417,0.013896920695446596,0.012892178235009773,30.380924470918654,0,62.29
10,3.1091494736977787,0.9116296957228881,4.85104722887604,0.012919541116898902,0.01548125591368707,22.432181833229574,0,32.273
23,3.5754011434922783,1.4423411653040408,6.307733824865935,0.01841016369419963,0.014364419058386473,42.535172606138964,0,73.17
11,3.0200824637646493,1.5004699152721919,5.0101232526616055,0.014943020761420987,0.011818025219311733,22.051495200472655,3,34.546
12,2.393517230616242,1.2773232020494587,5.2245459135802905,0.012971956330053758,0.015623650617191955,32.28955341477312,0,34.742
16,2.1056790944684494,0.9552208774521495,4.22398569929703,0.012776669378037177,0.017124825473901796,38.02065042687858,3,40.72
11,2.5817472986068943,1.6402091463042694,5.590859628941978,0.02102447722763431,0.015521913068134564,49.4120174521957,0,39.394
18,3.007980167384425,1.3379406506127558,5.360537907719052,0.015405071025353576,0.018152586871808967,37.676345418351715,0,55.201
13,4.035195787002318,1.1496483563543893,5.4145528488227574,0.009666806922780354,0.0117592929222703,15.867228099575438,3,48.866
21,3.454176748272333,1.4280535456532393,5.926829190529437,0.015175173379459003,0.0193017789846924,51.66029368505188,0,70.964
15,5.581316898408512,1.3471436480962218,7.712073410777295,0.012962837022699797,0.011736654478853113,24.272958649188347,0,70.269
23,3.1051059817019775,1.1269979750618295,6.1445555937781045,0.01441195892622191,0.01656513665025229,43.77531217301178,0,64.938
9,2.962101099430154,1.71826453454828,5.940082505355279,0.016262167742492617,0.007893327756213778,14.354243308351267,0,25.799
23,2.134969874029619,1.1113707866897493,3.817652209885445,0.012648487153376083,0.011738392749211094,26.306129489453223,0,47.361
24,2.325483534897855,1.0367883653052077,5.154561992281421,0.012875770832424275,0.013454556808395501,34.047129344251665,0,55.794
21,3.5535100880583292,1.105019117894436,5.889227373485522,0.016261380794114877,0.017778585522751182,45.66222706144895,0,70.882
20,3.7126128206628066,1.3085756617595627,6.648296172274324,0.012453482936411825,0.01606712251241137,27.306248640112678,0,67.86
7,0.914153182577247,0.5672093585683747,2.01317778409917,0.00623865760104176,0.007137880836473696,6.117632184726283,0,9.739
24,3.382066890117026,1.5547174430889896,7.682919121286613,0.014692569991530135,0.0173678525262812,60.42885465222153,0,76.756
8,4.437265207298488,1.5067767450029126,6.870570311338911,0.013582036229282068,0.011530359606774641,14.743885624427726,0,32.098
7,4.521021084056927,1.6718732011271,6.835397219471987,0.013673770506540376,0.01771890030053856,31.619661573297986,0,32.442
14,3.248148431948088,1.2226082887498908,5.44005436493076,0.01258158737397506,0.016019085034018957,36.84088804567796,0,47.1
17,5.019823736114716,1.5811701129805815,9.00614987579177,0.018152076557677237,0.013435549478111798,39.83667451192795,0,77.032
15,4.532551124090064,1.8966534382469606,8.412031978564444,0.018584115507244293,0.013622700633447934,54.49391561829253,0,62.683
9,2.39548991336414,1.164451796483338,4.937066591198029,0.012469052050693725,0.015657587093864854,25.350211291348273,0,25.767
10,5.3370417662322,1.6407285537092275,8.13542664941366,0.011237393073333135,0.01612858125917797,27.21180327348084,3,48.562
9,2.428651658378506,0.8834689110670414,3.9419259936604676,0.013195416986113026,0.016456277083196684,29.23009224390334,0,28.59
16,3.6203397441303196,1.6031443146777762,6.429649183855987,0.015709156772921225,0.01111520517314639,29.410468956346342,0,52.348
24,4.711374773949636,1.4890421191035141,6.928799515383325,0.013204036282438816,0.017955386073744018,51.769867694109706,0,93.301
19,2.196234193632839,1.3281257160184536,4.959066272797404,0.015155231126940533,0.018081379243246192,60.584047018791466,0,48.999
19,2.8806450963137706,1.4670129502729412,6.069952652672329,0.01383024008525164,0.017450680058170763,50.69647420376097,0,57.131
19,2.8301894247274677,0.8775140344051543,4.73323561968949,0.0199688479427507,0.01492872885641322,43.49184807648283,0,51.722
23,2.605827275645473,1.3020596097782229,5.605817228296379,0.011677346694686291,0.018065909073750205,37.77960893342115,0,59.329
6,3.6300511668665414,0.7763968374190344,4.84071533585052,0.007880375973312098,0.008021592164006363,6.59875328281611,0,22.74
16,4.354130275085392,1.3757424270342098,6.927257717239067,0.012992261913171831,0.015132362506401252,34.48138728478487,0,59.641
10,4.858840242965761,1.8659690740164934,9.123979773581569,0.017760953587591003,0.01783755473891233,54.49399375293512,3,50.947
9,3.7252880452849086,0.9652269206664843,5.3052600546679916,0.010145872013736344,0.013178433838354663,20.437470562400637,0,34.958
12,2.6577689474016464,0.8628373066792606,4.189170197624106,0.014305075850665589,0.009983419747381879,22.33046366800776,0,34.764
21,2.9972388940237726,1.0247519831757406,4.901100245564739,0.0182079552416494,0.012767204682967222,46.68268930424821,0,61.344
23,4.476120320962415,1.0504460505284945,6.738369430199839,0.009961081784415805,0.018078032032504285,37.68251503096769,0,87.94
16,1.8691967183694445,0.8584268921943676,3.5191847551189515,0.016116474709118866,0.01027437586979468,22.262606227154883,0,34.976
7,2.2883232877086788,0.890678113695424,3.8066726191733364,0.015666118007667432,0.011806056844053133,24.09518573328305,0,22.558
19,1.7280378372372083,1.2403580881618674,4.868938646304669,0.01337942755313824,0.016014053227019216,55.970411019883166,0,43.642
11,1.724939479932913,1.1685601351904829,4.608901252722636,0.01226745016803863,0.0133621948688684,26.564156124364985,0,27.156
14,3.0605810303657646,1.4397358169566907,7.3195758270741855,0.018349859513738877,0.01042138282834193,33.53222264748312,0,47.102
16,4.56654009195775,1.4112966013296457,8.980398725519336,0.01305572779767828,0.013821626611310065,37.02220239300218,0,62.028
18,4.163010205608314,1.2388750926094376,7.153144843098401,0.014286547693971639,0.010046527520555371,20.968911461877234,0,64.01
9,5.09443624483404,0.6528981277229617,6.564686287665734,0.010484066369583721,0.006325055958986998,12.917041036619434,0,42.407
24,3.653864382654147,1.4730909735068907,5.6661441286961995,0.01405362682088042,0.017257151692049846,42.26061691487789,0,77.014
8,4.32551348453842,1.8335662173911569,6.454621073322972,0.02046596218205178,0.021188088416756942,47.076108477570166,0,37.738
23,5.098000371376835,1.4201528002885582,8.288377034855525,0.014430689658727604,0.01282874250137474,43.80635789789597,0,98.882
17,1.7851433922584594,0.7305297195037098,3.694237740417525,0.011866232283494094,0.011619586064429586,23.654975240011794,0,33.66
18,2.1192313039261705,1.2586094438686826,5.361979676991832,0.017216220284158784,0.010656765969977102,34.969733407435854,0,43.13
16,5.486077671186878,1.3833402085954072,8.863253396710784,0.011756379061544768,0.015934165547102867,30.17425903854786,0,71.269
11,2.520630273569725,0.940017358220657,3.9257164518184853,0.018894277869516106,0.012439057476278909,40.26693606919803,0,33.532
7,5.132270555937973,1.2314479592197725,6.734127512967355,0.012075351610584139,0.016719706703613096,23.474138184099623,0,35.813
16,4.6752149450748055,1.263958874239591,6.860974980127102,0.017047821894954872,0.010578182722686541,33.69161112873869,0,63.241
21,2.3061050273256516,1.1292941698852466,4.663184140460185,0.01727699123092733,0.013920511674590227,36.608003794121686,0,50.164
21,2.093398871606997,0.9934569524129457,3.9823050518614878,0.015373509092256639,0.013698926833877634,35.483110413190836,0,47.815
24,3.3796424326859977,1.4287430974005604,6.536818062387235,0.01316440131364055,0.01729138707976216,59.382265514583686,0,71.497
7,3.359497331628704,1.23468373330938,4.899425939414688,0.010843367331803704,0.015662853151405316,20.179773545549498,0,25.782
11,4.077456362903598,1.318744615462137,6.267853112884956,0.011408516552570332,0.009989278001282331,12.363016110344486,0,39.718
21,4.616758671143777,1.4087241319365924,7.817851229357852,0.014322739229811315,0.01577545146154842,35.16904278212412,0,88.516
21,3.6731609701273618,1.6336837540890938,6.461769343537309,0.01205385660815491,0.016064923927944494,29.3368033719447,0,67.079
8,4.567905928162825,0.7537215030781628,6.176377614129572,0.008136398213679103,0.002663374214928605,3.3441366473862844,0,28.994
19,5.057480904991678,1.8562032859277091,8.652113840176394,0.017172021128810604,0.014330517964003014,45.42927554062268,0,84.729
21,2.3899909083110717,1.2275567513599581,4.770066263562545,0.016902733545171446,0.016408401775840156,45.3310136660006,0,54.263
7,5.0517496829634725,1.4409749512523413,7.292423147268299,0.012204150917712613,0.012714432040340664,14.07849360379104,3,33.364
10,3.122106691331942,1.4997226891888102,4.712877197260102,0.013603158930791009,0.01680322538410794,30.84286172952599,0,32.347
9,3.261070469445888,1.8229828910424952,6.697365400240309,0.01505338251612683,0.016349634320236877,34.267500824309245,0,31.119
16,4.889055304186178,1.8279773313187295,8.27269805958023,0.015804736955581673,0.013557599177971053,37.0261846090918,0,66.351
9,4.242058321517129,1.8487377930974114,7.054596400347532,0.016349111041119458,0.01703814645499095,42.7916804552398,0,38.957
15,1.7569211594835261,0.7842656063561444,3.539056155896992,0.010426385066817836,0.015896999315650983,26.74107478598308,0,30.35
7,2.554484357121897,1.4932123132634234,5.510449805667369,0.01195308792503486,0.009779567246517655,13.778018701142557,0,20.19
19,3.8422295201181846,1.6046883506047742,8.188797969782337,0.015790165695672306,0.014166671442927567,51.34793903130814,0,66.152
20,1.9571892731250664,1.0171407190696644,4.0853601429111635,0.012467163620786889,0.012611747946959614,21.951436245445045,0,39.304
23,3.6868380218138275,1.1652791847266444,5.905572530025673,0.015380006182045712,0.016204054821675466,37.184194258827645,0,76.506
24,2.997701659726863,1.2305941127169815,5.221519757345073,0.014988868328456539,0.013962165012033189,36.17862257498547,0,64.219
12,2.4717778370732004,1.1381035033006734,5.131542720030969,0.012615123694273752,0.014807340118056435,33.25172407184363,0,33.688
